id,title,box_office,country,genre,director,metascore,production,rating,IMDB_rating,rotten_tomatoes_rating,runtime,type,IMDB_votes
tt4265444,The Motion of the Sun,N/A,USA,Drama,Marc Taurisano,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt6034258,The NBL,N/A,USA,Comedy,Micah Minor,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5741952,The New Doctrine,N/A,USA,"Comedy, Drama",Kitsann Means,N/A,N/A,N/A,N/A,NA,112 min,movie,N/A
tt5057626,The New York Butcher,N/A,USA,"Crime, Horror, Mystery",Sean Weathers,N/A,N/A,N/A,5.6,NA,60 min,movie,16
tt4457852,Untitled Brody Gusar Project,N/A,USA,Comedy,Brody Gusar,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt3799694,The Nice Guys,"$32,261,515",USA,"Action, Comedy, Crime, Mystery, Thriller",Shane Black,70,Warner Bros. Pictures,R,7.4,93%,116 min,movie,"251,644"
tt5458888,The Night Shift,N/A,USA,Horror,Massimiliano Cerchi,N/A,N/A,N/A,2.9,NA,63 min,movie,95
tt5459412,The Night Shift: Book 2,N/A,USA,Action,Kelly Weaver,N/A,N/A,N/A,N/A,NA,160 min,movie,N/A
tt1821657,The Night Stalker,N/A,USA,"Crime, Drama, Mystery, Thriller",Megan Griffiths,N/A,N/A,TV-14,5.9,100%,89 min,movie,547
tt2983922,The Night Visitor 2: Heather's Story,N/A,USA,Sci-Fi,Brianne Davis,N/A,N/A,N/A,5.3,NA,69 min,movie,42
tt5489164,The Night of Medusa,N/A,USA,"Fantasy, Horror, Mystery",Joshua Kennedy,N/A,N/A,N/A,N/A,NA,66 min,movie,N/A
tt2515134,The North Star,N/A,USA,Drama,Thomas K. Phillips,N/A,N/A,N/A,5.5,NA,88 min,movie,17
tt5942280,The Nothing Movie,N/A,USA,Drama,Stan McClintock,N/A,N/A,N/A,N/A,NA,"1,559 min",movie,N/A
tt6565356,The Null Zone: Episode One: Janus,N/A,USA,"Action, Adventure, Family, Sci-Fi",Jason Gonella,N/A,N/A,N/A,N/A,NA,57 min,movie,N/A
tt5949970,"The OUTLAW: The Living Comic Book, 666",N/A,USA,Fantasy,N/A,N/A,N/A,N/A,N/A,NA,120 min,movie,N/A
tt5478654,The Obsidian Curse,N/A,USA,Horror,Rene Perez,N/A,N/A,N/A,3.9,NA,N/A,movie,28
tt3894404,The Faith of Anna Waters,N/A,"Singapore, USA","Drama, Horror, Mystery, Thriller",Kelvin Tong,14,Boku Films,TV-MA,3.8,8%,95 min,movie,"1,786"
tt5888936,The Office of Doom,N/A,USA,Comedy,"Christopher Mueller, Jamie Nash",N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt6114064,The Orange Truck and Gutterman,N/A,USA,"Drama, Fantasy",E.T. Sagen,N/A,N/A,N/A,N/A,NA,91 min,movie,N/A
tt5518720,The Origins of Infamy: Doctor Discord,N/A,USA,Action,Griffin Carlson,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5556766,The Other Kids,N/A,USA,Drama,Chris Brown,N/A,N/A,N/A,8.7,NA,95 min,movie,24
tt3672712,The Other Side,N/A,USA,Thriller,Damir Catic,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt6074744,The Other Side of Love,N/A,USA,Drama,Tyrell Jason,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt3702652,The Other Side of the Door,N/A,"UK, USA, India",Horror,Johannes Roberts,41,N/A,R,5.3,35%,96 min,movie,"16,280"
tt2260254,The Other Side of the Mirror,N/A,USA,"Drama, Fantasy, History",Zach Hamer,N/A,N/A,N/A,2.3,NA,123 min,movie,580
tt2409518,The Otherworld,N/A,USA,Fantasy,Gisela Pereira,N/A,N/A,N/A,4.2,NA,90 min,movie,19
tt5934788,The Ouija Possession,N/A,USA,Horror,Luis Carvalho,N/A,N/A,N/A,2.0,NA,95 min,movie,109
tt6193466,The Over-Mountain Men: The Price of Freedom,N/A,USA,Drama,Jonathan Kammeraad,N/A,N/A,N/A,N/A,NA,107 min,movie,N/A
tt5594656,The Painter,N/A,USA,"Drama, Fantasy, Horror",Roger Floyd,N/A,N/A,N/A,N/A,NA,59 min,movie,N/A
tt7007692,The Panda Who Oinked,N/A,"USA, China","Animation, Biography, Comedy, Drama, Mystery","Randy Harper, Jeff Panda",N/A,N/A,N/A,N/A,NA,51 min,movie,N/A
tt3675606,The Paper Store,N/A,USA,"Drama, Romance",Nicholas Gray,N/A,Actium Pictures,N/A,6.5,NA,99 min,movie,107
tt5302426,The Paper Trail,N/A,USA,N/A,Beverle Spruill,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt6567400,The Paper Trail,N/A,USA,N/A,Beverle Spruill,N/A,N/A,N/A,N/A,NA,99 min,movie,N/A
tt6410100,The Pass Rusher,N/A,USA,"Drama, Romance, Sport",Walter Walter,N/A,N/A,N/A,7.7,NA,82 min,movie,62
tt4577204,The Passing Season,N/A,USA,Drama,Gabriel Long,N/A,N/A,N/A,7.5,NA,75 min,movie,12
tt3610326,The Pastor,N/A,USA,Action,Deborah Goodwin,N/A,N/A,N/A,6.7,NA,N/A,movie,18
tt5449396,Pastor Daughters,N/A,USA,Drama,Sydnee Simone,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt6026954,The Perfect Host,N/A,USA,Fantasy,Logan Cross,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt4871980,The Perfect Match,"$7,428,856",USA,"Comedy, Romance",Bille Woodruff,41,Jorva Entertainment Productions,R,4.9,25%,96 min,movie,"3,144"
tt4774192,The Perfect Plan,N/A,USA,"Short, Action",Siena Sivrican,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt4616250,The Perfect Weapon,N/A,"USA, Spain, Sweden","Action, Drama, Sci-Fi, Thriller",Titus Paar,N/A,N/A,Not Rated,3.1,NA,88 min,movie,"1,323"
tt3885524,The Phenom,N/A,USA,"Drama, Sport",Noah Buschel,66,Bron Capital Partners,Not Rated,5.2,79%,88 min,movie,"1,992"
tt4694594,The Pickle Recipe,N/A,USA,Comedy,Michael Manasseri,39,N/A,PG-13,7.4,36%,97 min,movie,70
tt6269996,The Plague,N/A,USA,"Action, Horror",Emir Skalonja,N/A,N/A,N/A,N/A,NA,74 min,movie,N/A
tt5538984,The Plug,N/A,USA,Drama,Shaun Mathis,N/A,N/A,N/A,7.3,NA,82 min,movie,19
tt5459534,The Pocketeers,N/A,USA,"Comedy, Crime",Tyler Cornack,N/A,N/A,N/A,N/A,NA,78 min,movie,N/A
tt3697398,The Possession Experiment,N/A,USA,"Horror, Thriller",Scott B. Hansen,N/A,Digital Thunderdome,Not Rated,3.5,20%,84 min,movie,687
tt4853562,The Potential for Beauty,N/A,USA,Drama,Marc Petzke,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5159200,The Prodigal Song,N/A,USA,"Comedy, Drama, Family",Julius Harper Jr.,N/A,N/A,N/A,N/A,NA,120 min,movie,N/A
tt4776998,The Promise,"$8,186,236","Spain, USA","Action, Adventure, Drama, History, War",Terry George,49,Open Road Films,PG-13,5.9,51%,133 min,movie,"165,403"
tt5941526,The Pupil,N/A,USA,Drama,Alan Thornburg,N/A,N/A,N/A,N/A,NA,71 min,movie,N/A
tt4094724,The Purge: Election Year,N/A,"USA, Japan","Action, Horror, Sci-Fi, Thriller",James DeMonaco,55,Universal Pictures,R,6.0,55%,108 min,movie,"83,224"
tt4953610,Home Video,N/A,USA,"Drama, Horror, Mystery",Emmanuel Sandoval,N/A,N/A,N/A,4.6,NA,80 min,movie,376
tt6120312,The Race,N/A,USA,Comedy,Dave Rodkey,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt2464690,The Rack Pack,N/A,"USA, UK","Comedy, Drama, Sport",Brian Welsh,N/A,Zeppotron,TV-G,7.1,NA,87 min,movie,"1,082"
tt4593236,The Radiant One,N/A,USA,"Drama, Mystery, Thriller",Kristopher Dolphin,N/A,OceanWizard Ltd.,N/A,8.3,NA,93 min,movie,533
tt3070922,The Rally-LA,N/A,USA,Drama,Rick Reyna,N/A,Rallys for Christ Ministries,PG-13,6.9,NA,N/A,movie,23
tt6727980,The Ramos Productions Show,N/A,USA,Reality-TV,N/A,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt3477070,The Rangers,N/A,USA,Fantasy,Ron Newcomb,N/A,N/A,N/A,5.8,NA,68 min,movie,48
tt6098918,The Reading,N/A,USA,"Comedy, Drama",Martin Goldman,N/A,N/A,N/A,N/A,NA,106 min,movie,N/A
tt4588752,The Real Deal,N/A,USA,"Comedy, Crime, Drama","Craig Edwards, Samuel Morris",N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5050100,The Recruit,N/A,USA,Thriller,"Petra Lo, John DeYoe",N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt3154604,The Red Man,N/A,USA,"Horror, Mystery",Jimmie Gonzalez,N/A,N/A,N/A,6.1,NA,98 min,movie,97
tt5537140,The Red Maple Leaf,N/A,"Canada, USA","Crime, Drama, Mystery",Frank D'Angelo,N/A,N/A,Not Rated,5.1,NA,132 min,movie,"4,426"
tt5804390,The Red Thread,N/A,USA,"Drama, Romance","Alfredo Widman, Nyasha Bryant, Andres Hernandez, Saskia Cohen(co-director)",N/A,N/A,N/A,7.7,NA,90 min,movie,25
tt6285460,The Refractor,N/A,USA,Drama,Kwai Daniels,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt4245622,The Reins Maker,N/A,USA,"Drama, Family","Caleb Johnson, Dennis Fitzpatrick",N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5127182,The Reluctant Polyglot,N/A,USA,Drama,Charles Swain,N/A,N/A,N/A,N/A,NA,90 min,movie,N/A
tt3894312,The Remains,N/A,USA,"Horror, Thriller",Thomas Della Bella,N/A,Diablo Entertainment,Not Rated,3.7,NA,85 min,movie,"2,731"
tt3564924,The Remake,N/A,USA,"Comedy, Drama, Family, Romance",Lynne Alana Delaney,N/A,Associated Artists,PG-13,6.8,NA,97 min,movie,33
tt5094926,The Remnant,N/A,"China, USA","Drama, Musical",Karmia Olutade,N/A,N/A,N/A,N/A,NA,120 min,movie,N/A
tt4676528,The Removals,N/A,USA,Thriller,Nicholas Rombes,N/A,N/A,N/A,N/A,NA,63 min,movie,N/A
tt4827878,The Rendezvous,N/A,USA,"Action, Adventure","Amin Matalqa, Annemarie Jacir",N/A,N/A,PG-13,5.1,NA,92 min,movie,616
tt4902904,The Resurrection of Gavin Stone,N/A,USA,"Comedy, Drama, Family, Romance",Dallas Jenkins,36,N/A,PG,6.1,NA,91 min,movie,"1,621"
tt5733960,The Return of Christ Bash Series Volume 1,N/A,USA,Mystery,Omer Pasha,N/A,N/A,N/A,N/A,NA,142 min,movie,N/A
tt5923678,The Return of Sherlock Holmes,N/A,USA,Mystery,Joshua Kennedy,N/A,N/A,N/A,N/A,NA,69 min,movie,N/A
tt5664502,The River Thief,N/A,USA,"Action, Adventure, Crime",N.D. Wilson,N/A,Gorilla Poet Productions,Not Rated,5.4,0%,87 min,movie,412
tt5767678,The Road Frontier,N/A,USA,"Action, Family, Sci-Fi",Kyle Hudson,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt6267950,The Road to God Knows Where,N/A,USA,Biography,James William Smith,N/A,N/A,N/A,N/A,NA,120 min,movie,N/A
tt3103180,The Route,N/A,USA,"Adventure, Comedy, Family",Brion Dodson,N/A,N/A,N/A,N/A,NA,91 min,movie,N/A
tt3797676,The Rowboat,N/A,USA,"Drama, Mystery, War",Dominykas Duda,N/A,N/A,N/A,N/A,NA,65 min,movie,N/A
tt3727262,The Runaway,N/A,USA,Thriller,Nick DeRuve,N/A,N/A,N/A,8.2,NA,N/A,movie,27
tt5776910,The Ryan Movie,N/A,USA,Comedy,Ryan Austin,N/A,N/A,N/A,N/A,NA,90 min,movie,N/A
tt6098806,The SOS Man,N/A,"South Africa, USA","Drama, Thriller",Jackson Gondo,N/A,N/A,N/A,N/A,NA,80 min,movie,N/A
tt4782052,The Salton Sea,N/A,USA,"Crime, Drama, Mystery",Veena Sud,N/A,N/A,N/A,N/A,NA,87 min,movie,N/A
tt8145354,The San San Trilogy,N/A,USA,N/A,"Jonah Freeman, Justin Lowe",N/A,N/A,N/A,6.3,NA,83 min,movie,12
tt3793864,The Sand Box,N/A,USA,"Short, Drama",Jennifer Kramer,N/A,N/A,N/A,9.2,NA,47 min,movie,39
tt2288107,The Screenwriters,N/A,USA,Drama,Peter Edward Forbes,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5639438,The Second Shepherds' Play,N/A,USA,Comedy,Douglas Morse,N/A,N/A,N/A,N/A,NA,46 min,movie,N/A
tt5246192,The Secret Garden,N/A,USA,Action,Aj Cross,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5448770,The Secret Garden,N/A,USA,"Action, Mystery, Thriller",N/A,N/A,N/A,N/A,N/A,NA,81 min,movie,N/A
tt2709768,The Secret Life of Pets,"$368,305,960","USA, France, Japan","Animation, Adventure, Comedy, Family","Chris Renaud, Yarrow Cheney(co-director)",61,Universal Pictures,PG,6.5,73%,87 min,movie,"170,815"
tt4276206,The Secrets of Emily Blair,N/A,USA,"Horror, Thriller",Joseph P. Genier,N/A,N/A,N/A,4.1,NA,95 min,movie,"1,266"
tt3186552,The Sector,N/A,USA,Sci-Fi,Josh Ridgway,N/A,Copper Kid Productions,Not Rated,2.9,NA,86 min,movie,213
tt5215566,The Seeker,N/A,USA,"Drama, Music",Jeff D. Johnson,N/A,N/A,N/A,8.2,NA,60 min,movie,88
tt4823786,The Seoul Survivor,N/A,USA,"Action, War",Aki Aleong,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5489010,The Set Up,N/A,USA,Action,Joseph Kandov,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt4357714,The Sex Trip,N/A,USA,"Comedy, Fantasy",Anthony G. Cohen,N/A,Ammo Content,N/A,3.9,NA,90 min,movie,280
tt5198702,The Shadow Zone,N/A,USA,Sci-Fi,James Ian Mair,N/A,N/A,NOT RATED,N/A,NA,N/A,movie,N/A
tt5511826,The Shadow in the Bed,N/A,USA,Horror,Hector Pasillas,N/A,N/A,N/A,N/A,NA,98 min,movie,N/A
tt4052882,The Shallows,"$55,121,623",USA,"Drama, Horror, Thriller",Jaume Collet-Serra,59,Ombra Films,PG-13,6.3,79%,86 min,movie,"111,677"
tt4370460,The Shell Collector,N/A,"Japan, USA",Drama,Yoshifumi Tsubota,N/A,N/A,N/A,6.4,NA,87 min,movie,34
tt6263600,The Shepherd's Cup,N/A,USA,Thriller,N/A,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt4599588,The Shickles,N/A,USA,Comedy,Donna Trousdale,N/A,Flower of Life Films,N/A,N/A,NA,N/A,movie,N/A
tt6143030,The Silence,N/A,USA,Thriller,Nick Blacketer,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt4809302,Indigo,N/A,USA,Drama,Fi Dieter,N/A,N/A,N/A,N/A,NA,90 min,movie,N/A
tt3624078,The Silent Lynx,N/A,USA,"Action, Drama, Thriller","Jack Aim, Zurab Match",N/A,N/A,N/A,N/A,NA,92 min,movie,N/A
tt6314856,The Silent Sea: An Anthology,N/A,USA,"Drama, Fantasy, Horror",Eli Hayes,N/A,N/A,N/A,N/A,NA,95 min,movie,N/A
tt6314838,The Sleeping Sky: An Anthology,N/A,USA,"Drama, Fantasy, Horror",Eli Hayes,N/A,N/A,N/A,N/A,NA,111 min,movie,N/A
tt6020094,The Smudging,N/A,USA,"Horror, Thriller",Mike J. Marin,N/A,N/A,N/A,6.1,NA,95 min,movie,55
tt5327798,The Squatter,N/A,USA,Comedy,Joseph Ruzer,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt6370670,The Stain of Strife: Sins of the Family,N/A,USA,N/A,Daniel Ransom,N/A,N/A,N/A,N/A,NA,46 min,movie,N/A
tt5843670,The Stakelander,N/A,USA,"Action, Drama, Horror, Sci-Fi","Dan Berk, Robert Olsen",N/A,Glass Eye Pix,TV-MA,5.3,NA,81 min,movie,"2,846"
tt3698714,The Stall,N/A,USA,"Drama, Thriller","Jennifer Knebl, Melissa O'Donnell",N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt4549224,The Standoff,N/A,USA,Comedy,Ilyssa Goodman,N/A,First Point Entertainment,N/A,5.5,56%,90 min,movie,841
tt4935002,The Stepchild,N/A,USA,Drama,Chijindu Kelechi Eke,N/A,N/A,N/A,N/A,NA,85 min,movie,N/A
tt4596160,The Stop Hit,N/A,USA,Action,N/A,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5728374,Give Me My Baby,N/A,USA,Thriller,Danny J. Boyle,N/A,N/A,TV-14,4.7,NA,84 min,movie,129
tt4423034,The Stray,N/A,USA,"Horror, Thriller",Cam Clark,N/A,N/A,N/A,9.0,NA,N/A,movie,5
tt3326350,The Strike,N/A,USA,"Comedy, Crime, Drama","Guillermo Iván, Ben Loggins(co-director)",N/A,N/A,TV-MA,6.1,NA,90 min,movie,94
tt4776114,The Substitute Spy,N/A,USA,"Comedy, Family",Greg Galloway,N/A,N/A,N/A,8.1,NA,N/A,movie,9
tt5485464,The Sufferers,N/A,USA,"Horror, Thriller",Jon Beach,N/A,N/A,N/A,N/A,NA,75 min,movie,N/A
tt3220100,The Suffering,N/A,USA,"Horror, Mystery, Thriller",Robert Hamilton,N/A,N/A,N/A,4.5,NA,105 min,movie,762
tt5974250,The Sugar Daddy,N/A,USA,N/A,Tyler Maddox,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt4838534,The Sweet Life,N/A,USA,"Comedy, Drama, Romance",Rob Spera,N/A,Mockingbird Pictures,Not Rated,6.2,NA,90 min,movie,"1,469"
tt5941158,The System,N/A,USA,"Comedy, Drama",Robert Keith Kelly,N/A,N/A,N/A,N/A,NA,104 min,movie,N/A
tt4198438,The System Is Broken,N/A,USA,Drama,Ignatius Lin,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt3693642,The Taker,N/A,USA,Horror,"Demetrius Navarro, Enrico Natale",N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5864130,The Tale of a Pusher,N/A,N/A,"Action, Drama",Ryan Rachall,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt7923612,The Tayo Movie: Mission Ace,N/A,USA,Animation,Ryu Jung-woo,N/A,N/A,N/A,5.0,NA,47 min,movie,18
tt5817352,The Teen Tech Team,N/A,USA,Adventure,Timothy Ingles,N/A,N/A,N/A,N/A,NA,120 min,movie,N/A
tt2087989,The Tell-Tale Heart,N/A,USA,Thriller,John La Tier,N/A,N/A,Not Rated,3.5,NA,81 min,movie,221
tt6140562,The Temple II Birth into Dakness Full movie,N/A,USA,"Action, Fantasy, Horror",Michele Plunkett,N/A,N/A,N/A,N/A,NA,51 min,movie,N/A
tt5254868,The Thinning,N/A,USA,"Action, Drama, Horror, Sci-Fi, Thriller",Michael J. Gallagher,N/A,N/A,Not Rated,5.5,NA,81 min,movie,"8,303"
tt4892886,The Third Wheel,N/A,USA,Comedy,N/A,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt3893280,The Ticket,N/A,USA,Drama,Ido Fluk,52,Rush River Entertainment,Not Rated,5.3,50%,97 min,movie,"2,423"
tt5994124,The Ticking Time-Bomb,N/A,USA,"Comedy, Drama, Romance",Jacob Baldy,N/A,N/A,NOT RATED,N/A,NA,N/A,movie,N/A
tt7161308,The Tickler Horror Film,N/A,USA,Horror,Moe McCoy,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt3853830,The Tiger Hunter,"$39,553",USA,Comedy,Lena Khan,66,Sneaky Sneaky Films,Not Rated,5.8,78%,94 min,movie,621
tt5171494,The Tombstone,N/A,USA,Horror,"Billy Holden, Brandyn Cross",N/A,N/A,N/A,N/A,NA,96 min,movie,N/A
tt1615150,The Tommy Movie,N/A,USA,"Comedy, Drama",Josh Hodgins,N/A,N/A,N/A,N/A,NA,90 min,movie,N/A
tt5753808,The Town That Wore Brainwashing Granny Hats,N/A,USA,"Comedy, Mystery, Sci-Fi","John Dustman, Allison Geary, Connor Geary, Jillian Korey, Catie Mitchell, Kayli Ross, Ben Senior",N/A,N/A,N/A,N/A,NA,46 min,movie,N/A
tt4280532,The Trailer Bar Book Club Movie,N/A,USA,N/A,Bryan Lassiter,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5039088,The Transfiguration,"$21,926",USA,"Drama, Horror",Michael O'Shea,65,Transfiguration Prods.,Not Rated,6.0,85%,97 min,movie,"3,122"
tt5538098,The Traveling,N/A,USA,Sci-Fi,Joe Lujan,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt3278988,The Triangle,N/A,USA,"Horror, Mystery","David Blair, Nathaniel Peterson, Adam Pitman, Andrew Rizzo, Adam Stilwell",N/A,Firework Brain,Not Rated,4.9,NA,94 min,movie,571
tt3953186,The Tribe,N/A,USA,"Drama, Sci-Fi, Thriller",Roxy Shih,N/A,N/A,N/A,4.6,NA,97 min,movie,336
tt5258066,The Tribunal,N/A,USA,Drama,Marc Leif,N/A,N/A,NOT RATED,N/A,NA,114 min,movie,N/A
tt5245942,The Trolls,N/A,USA,"Comedy, History, News",Phillip Lybrand,N/A,N/A,N/A,6.2,NA,97 min,movie,16
tt3894320,The Trouble with Rain,N/A,USA,Drama,Mike Parker,N/A,N/A,N/A,6.8,NA,N/A,movie,6
tt3733774,The Trust,N/A,USA,"Comedy, Crime, Drama, Thriller","Alex Brewer, Benjamin Brewer",58,Hassell Free Production,R,5.4,63%,92 min,movie,"16,541"
tt5345780,The Truth Musical Stage Play,N/A,USA,Musical,Tymeka L. Coney,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5342570,The Truth on Trial,N/A,USA,Drama,Ms. Michelle,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt2247022,The Turn,N/A,USA,Thriller,Scott F. Evans,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt6311874,The Two Million Dollar Tip,N/A,USA,N/A,"Tate Becherer, Evan Pride",N/A,N/A,N/A,8.9,NA,52 min,movie,14
tt2413958,The Umbrella Man,N/A,USA,Drama,Michael Grasso,N/A,N/A,N/A,7.4,NA,117 min,movie,19
tt6026058,The Unbearable Lightness of Not Being,N/A,USA,Drama,Diego Nava,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt4154004,The Unbidden,N/A,"USA, Canada, China","Horror, Mystery, Thriller",Quentin Lee,N/A,N/A,NOT RATED,2.9,NA,84 min,movie,115
tt5174688,The Unexpected,N/A,Indonesia,"Short, Action, Thriller",Jossen Eliata Thenario,N/A,The Film Arcade,N/A,N/A,66%,2 min,movie,N/A
tt5803330,The Unknown Battle against Mediocrity,N/A,"Netherlands, USA, Germany, Sweden, UK","Animation, Comedy, Fantasy",Jalal Pleasant,N/A,N/A,N/A,N/A,NA,63 min,movie,N/A
tt0906327,The Unlikely's,N/A,USA,Comedy,Nick G. Miller,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt3380800,The Unquenchable Thirst for Beau Nerjoose,N/A,USA,"Adventure, Comedy, Musical",Johnny Buell,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5530662,The Unseen,N/A,USA,Crime,N/A,N/A,Monarch Home Entertainment,N/A,N/A,100%,N/A,movie,N/A
tt4781446,The Unwilling,N/A,USA,"Horror, Thriller",Jonathan Heap,N/A,N/A,TV-MA,4.0,NA,84 min,movie,281
tt4530686,The Usuals: Or (The Helpfulness of Others and How to Use It),N/A,USA,"Comedy, Drama",C.D. Rivera,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt3149206,The Vanished,N/A,USA,"Drama, Sci-Fi, Thriller",Cristian Luna,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt1161457,Vanquisher,N/A,USA,"Action, Adventure, Sci-Fi, Thriller",Dean Gold,N/A,Magnet Releasing,N/A,4.3,NA,90 min,movie,144
tt3533916,The Veil,N/A,USA,Horror,Phil Joanou,N/A,Blumhouse Productions,R,4.7,NA,93 min,movie,"7,038"
tt4531984,The Very Private Work of Sister K,N/A,USA,Drama,Johan Liedgren,N/A,N/A,N/A,6.6,NA,92 min,movie,28
tt4083052,The Vessel,N/A,"Puerto Rico, USA",Drama,Julio Quintana,67,New Territory Pictures,PG-13,5.3,67%,86 min,movie,980
tt5780306,The Victims,N/A,USA,Action,"Del Weston, Nabi Zee",N/A,N/A,N/A,N/A,NA,93 min,movie,N/A
tt5051150,The Videoblogs,N/A,USA,Drama,Michael DiBiasio,N/A,N/A,Not Rated,5.7,NA,82 min,movie,57
tt5143968,The View from Tall,N/A,USA,Drama,"Caitlin Parrish(co-director), Erica Weiss(co-director)",N/A,N/A,N/A,7.0,NA,87 min,movie,21
tt4089840,The Vigilante,N/A,USA,Drama,"Jordan Leach, David Zuckerman",N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt4893650,The Visitors,N/A,USA,"Horror, Sci-Fi",Jeremy Hull,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5460554,The Vixen of Vengeance,N/A,USA,Thriller,Patrick Pena,N/A,N/A,N/A,N/A,NA,61 min,movie,N/A
tt4954970,The Voice Louder Than the Voice Before,N/A,USA,Drama,Suzanne Steinberg,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt6267458,The Void,N/A,USA,Horror,"David Cave, Christine Chen, Tyler Meyer, Rajesh Naroth, Brendan Takash, Chris Wyatt",N/A,SGL Entertainment,N/A,4.3,NA,86 min,movie,82
tt1091212,The Wait,N/A,Italy,"Crime, Drama",Tiziana Bosco,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5973706,The Wake of Dick Johnson,N/A,USA,Drama,Luke H. Walker,N/A,N/A,N/A,N/A,NA,74 min,movie,N/A
tt5861250,The Wanderer,N/A,USA,"Thriller, War, Western",Justin Bullock,N/A,N/A,N/A,N/A,NA,55 min,movie,N/A
