id,title,box_office,country,genre,director,metascore,production,rating,IMDB_rating,rotten_tomatoes_rating,runtime,type,IMDB_votes
tt5330562,War Riders,N/A,USA,War,Christopher Forbes,N/A,N/A,N/A,N/A,NA,112 min,movie,N/A
tt5497458,The Watcher,N/A,USA,"Horror, Thriller",Ryan Rothmaier,N/A,Marvista Entertainment,TV-14,5.4,NA,89 min,movie,"2,733"
tt5768458,The Watchers: The Beginning of Sorrows,N/A,USA,"Short, Drama, Horror",Ryan Callaway,N/A,N/A,N/A,N/A,NA,50 min,movie,N/A
tt6323054,The Watchtower,N/A,USA,"Crime, Drama",Steve Silver,N/A,N/A,N/A,N/A,NA,56 min,movie,N/A
tt5260026,The Wedding Party,N/A,USA,"Comedy, Romance",Thane Economou,N/A,Picture Movers Anonymous,PG-13,4.6,NA,112 min,movie,190
tt7509550,The Whisperers: the Superhero Series Movie,N/A,USA,Drama,Lawrence Williams,N/A,N/A,N/A,N/A,NA,65 min,movie,N/A
tt3503406,The Whole Truth,N/A,USA,"Crime, Drama, Mystery, Thriller",Courtney Hunt,46,PalmStar Media,R,6.2,31%,93 min,movie,"20,745"
tt5500800,The Wild Ones,N/A,USA,"Comedy, Drama",Paisley Mares,N/A,N/A,N/A,N/A,NA,60 min,movie,N/A
tt4841412,The Witch Chronicles 2: Spirits of Ayahuasca,N/A,USA,Horror,"Erik Glode, Edward Nyahay",N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5729936,The Witch's Gauntlet,N/A,USA,"Drama, Horror",Corey Davis,N/A,N/A,N/A,6.8,NA,90 min,movie,5
tt6186362,The Witching,N/A,USA,Horror,Corey Norman,N/A,N/A,N/A,3.9,NA,80 min,movie,449
tt1634140,The Witching Hour,N/A,USA,Thriller,Kevin MacDonald,N/A,N/A,N/A,N/A,NA,90 min,movie,N/A
tt5304436,The Witness Protection Program,N/A,USA,"Adventure, Comedy, Crime",Marc Brissett,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt6377116,"The Wogglebug, and Sylvie, and the Enchanted Forest",N/A,USA,"Animation, Adventure, Family, Fantasy",Cynthia Hanson,N/A,N/A,N/A,N/A,NA,149 min,movie,N/A
tt5649102,The Wolf and the Baby,N/A,USA,"Comedy, Horror, Mystery",N/A,N/A,N/A,NOT RATED,8.7,NA,106 min,movie,7
tt4828374,The Woman in the Red Dress,N/A,USA,"Action, Crime, Drama, Romance",Calvert David Miles,N/A,N/A,N/A,7.8,NA,92 min,movie,6
tt5882288,The Wondering Catholic,N/A,USA,Drama,Krystal Bolden,N/A,N/A,N/A,N/A,NA,118 min,movie,N/A
tt4402174,The Woodsman,N/A,USA,Thriller,Paul Leach,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5638212,The Woodsman,N/A,USA,"Crime, Drama, Mystery",Paul Leach,N/A,N/A,N/A,N/A,NA,88 min,movie,N/A
tt5773490,The Woodsman,N/A,USA,Musical,David Horn,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt4906620,The Wretched,N/A,USA,Horror,Nathaniel Davis,N/A,N/A,N/A,N/A,NA,95 min,movie,N/A
tt6230942,The Writer,N/A,"USA, France",N/A,James Houck,N/A,N/A,N/A,N/A,NA,77 min,movie,N/A
tt5602138,The Years After,N/A,USA,Adventure,Daniel K. Bower,N/A,N/A,N/A,N/A,NA,45 min,movie,N/A
tt5247498,The Yellow Wallpaper,N/A,USA,Drama,Kourosh Ahari,N/A,N/A,N/A,N/A,NA,80 min,movie,N/A
tt4836300,The Yoga Sutra,N/A,"Spain, USA, France, Italy, Japan",Drama,Zorie Barber,N/A,N/A,N/A,N/A,NA,110 min,movie,N/A
tt1002563,The Young Messiah,N/A,USA,"Drama, Fantasy",Cyrus Nowrasteh,33,Focus Features,PG-13,5.6,47%,111 min,movie,"2,932"
tt4360458,The Z Effect,N/A,USA,"Horror, Thriller",Scott Schlueter,N/A,N/A,N/A,3.0,NA,87 min,movie,6
tt3355014,The Zohar Secret,N/A,"Israel, USA, Ukraine, Russia, Spain","Comedy, Drama, Sci-Fi",Vladek Zankovsky,N/A,N/A,PG,6.7,NA,124 min,movie,"2,391"
tt4136438,Theatre and Me's the Bully,N/A,USA,Drama,Marcus A Siler,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5553244,Then There Was You,N/A,USA,"Comedy, Drama, Music",Adewale Bajere,N/A,N/A,N/A,N/A,NA,84 min,movie,N/A
tt5515054,They Are Mine!,N/A,USA,"Adventure, Horror, Thriller",Michael Hull,N/A,N/A,N/A,5.6,NA,64 min,movie,29
tt2692938,They Call Me Superseven,N/A,USA,"Action, Comedy, Sci-Fi","Scott Rhodes, Jerry Kokich",N/A,N/A,N/A,8.2,NA,85 min,movie,55
tt3096858,They're Watching,N/A,"USA, Romania","Comedy, Horror, Thriller","Jay Lender, Micah Wright",39,Best Served Cold Productions,Not Rated,5.6,47%,95 min,movie,"3,577"
tt5919112,Thing Called Love,N/A,USA,Comedy,Priyanka Patil,N/A,N/A,N/A,N/A,NA,100 min,movie,N/A
tt5498924,Things My Daddy Should've Told Me,N/A,USA,Drama,Rasheda Randle,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt3104644,Thirsty,N/A,USA,"Biography, Drama, Musical",Margo Pelletier,N/A,N/A,N/A,7.1,NA,97 min,movie,9
tt2657528,Thirty Nine,N/A,USA,Drama,Josh Evans,N/A,N/A,N/A,N/A,NA,82 min,movie,N/A
tt4560008,This Beautiful Fantastic,N/A,"UK, USA","Comedy, Drama, Fantasy, Romance",Simon Aboud,51,N/A,PG,6.9,NA,100 min,movie,"7,526"
tt4738682,This Is Now,N/A,USA,Drama,Markus Redmond,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5270030,This Side of Heaven,N/A,USA,"Drama, Musical",Todd Verow,N/A,N/A,N/A,5.4,NA,91 min,movie,7
tt4875536,Thorns for Flowers,N/A,USA,Thriller,Anthony de Lioncourt,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt4338138,Those Left Behind,N/A,USA,Drama,Maria Finitzo,N/A,FilmArts Productions,Not Rated,6.4,NA,102 min,movie,52
tt6598278,Those We Don't Speak Of,N/A,USA,Drama,Sherion Cosby,N/A,N/A,N/A,N/A,NA,111 min,movie,N/A
tt3897712,Three Count,N/A,USA,"Drama, Sport","Brodie Lowe, Cody Lowe",N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt4405532,Three Days in August,N/A,"USA, Canada",Drama,Johnathan Brownlee,N/A,N/A,PG-13,4.8,NA,97 min,movie,106
tt5813776,Three Year Wait,N/A,USA,Thriller,Adam R Jones,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5597154,Three point 2,N/A,"USA, Canada","Action, Sci-Fi",Jay Pickens,N/A,N/A,N/A,N/A,NA,75 min,movie,N/A
tt4002210,Threshold,N/A,USA,"Drama, Horror, Sci-Fi, Thriller",Jason Eric Perlman,N/A,N/A,Not Rated,4.4,NA,98 min,movie,104
tt2378410,Thrill Kill,N/A,USA,"Crime, Horror, Thriller",Giuseppe Asaro,N/A,N/A,N/A,N/A,NA,85 min,movie,N/A
tt5584898,Throne of Atlantis Abridged,N/A,USA,"Action, Comedy",N/A,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5425264,Throne of Elves,N/A,"China, USA","Animation, Adventure, Fantasy","Yi Ge, Yuefeng Song",N/A,N/A,TV-PG,6.1,NA,104 min,movie,"1,033"
tt5545374,Through Dark Glass,N/A,USA,"Fantasy, Horror",Miah Allsman,N/A,N/A,N/A,N/A,NA,62 min,movie,N/A
tt5821674,Through a Class Darkly,N/A,USA,"Musical, Sci-Fi",Michael Tierno,N/A,N/A,N/A,N/A,NA,90 min,movie,N/A
tt5131128,Thunder,N/A,USA,Drama,Rob O'Cruz,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt3038542,Tie the Knot,N/A,"USA, India","Comedy, Drama, Family, Musical, Romance",Shuja Paul,N/A,N/A,N/A,3.3,NA,90 min,movie,122
tt8174256,Tight Loose,N/A,USA,N/A,"Blake Campbell, Steve Jones, Todd Jones",N/A,The Orchard,N/A,N/A,NA,78 min,movie,N/A
tt5667674,Till the Aces Come,N/A,USA,Drama,Adam Everett,N/A,N/A,N/A,N/A,NA,112 min,movie,N/A
tt6359436,Till the Aces Come,N/A,USA,Drama,Adam Everett,N/A,N/A,N/A,N/A,NA,112 min,movie,N/A
tt4030354,Timber the Treasure Dog,N/A,USA,Family,Ari Novak,N/A,N/A,PG,4.7,NA,89 min,movie,112
tt5686348,Time Device,N/A,USA,Sci-Fi,Derick Thomas,N/A,N/A,N/A,N/A,NA,66 min,movie,N/A
tt3399078,Time Rush,N/A,USA,Action,Daniel Zirilli,N/A,Stunt Power Films,Not Rated,3.2,NA,85 min,movie,352
tt4967638,Time Toupee,N/A,USA,Action,James Amthor,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt4815862,Time Toys,N/A,USA,"Family, Sci-Fi",Mark Rosman,N/A,N/A,Not Rated,4.8,NA,87 min,movie,177
tt4731476,Time Wounds All,N/A,USA,"Horror, Thriller",Nicholas Boise,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt3836888,Timeless,N/A,"Germany, USA","Comedy, Drama, History, Sci-Fi",Alexander Tuschinski,N/A,N/A,N/A,5.0,NA,108 min,movie,36
tt5562360,Timepiece,N/A,USA,Adventure,Pierre Chemaly,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt4823382,Tiny Dancers,N/A,USA,Comedy,Patrick Russell,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt3833858,Tiramisu for Two,N/A,"USA, Italy","Adventure, Comedy, Mystery",Sergio Carvajal,N/A,N/A,N/A,N/A,NA,103 min,movie,N/A
tt4411648,Tiramisu on the Beach,N/A,USA,Comedy,Jon Brekke,N/A,N/A,N/A,N/A,NA,90 min,movie,N/A
tt4259112,To Be a Man,N/A,USA,Drama,Ryan Hall,N/A,N/A,N/A,N/A,NA,70 min,movie,N/A
tt4733228,To Keep the Light,N/A,USA,"Drama, History",Erica Fae,N/A,Quiet Rebellion,TV-MA,5.6,NA,88 min,movie,167
tt6782238,To Love the Soul of a Woman,N/A,USA,Drama,Jb Brown,N/A,N/A,N/A,N/A,NA,120 min,movie,N/A
tt2265631,To Our Bright White Hearts,N/A,"Canada, USA",Drama,Ayz Waraich,N/A,N/A,N/A,7.1,NA,N/A,movie,14
tt4947942,To the Top,N/A,USA,"Adventure, Drama, Musical",Jennifer Dawn,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt3530896,ToY,N/A,USA,"Drama, Romance",Patrick Chapman,N/A,Nut Bucket Films,TV-MA,5.4,NA,93 min,movie,409
tt6390480,Todo o Nada,N/A,USA,Comedy,Max Da Silva,N/A,N/A,N/A,7.9,NA,94 min,movie,9
tt2471266,Together Alone,N/A,USA,Romance,Ryan Droege,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt3495832,Tokal,N/A,"Kazakhstan, USA",Drama,Eugine Cheltsoff,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt3479072,Tom's Dilemma,N/A,USA,Drama,Miguel Gluckstern,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5317942,Tombstones of the Blind Dead,N/A,USA,"Horror, Western","Chris Mackey, Joe Pinkerton, Laume Conroy(co-director), Ron Ford(co-director)",N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt3467914,Tommy's Honour,"$561,963","UK, USA","Biography, Drama, Romance, Sport",Jason Connery,56,Roadside Attractions,PG,6.3,66%,112 min,movie,899
tt4800294,Tomorrow,N/A,USA,Thriller,Dakota Gamble,N/A,N/A,N/A,N/A,NA,140 min,movie,N/A
tt3770750,Tomorrow Ever After,N/A,USA,"Comedy, Sci-Fi",Ela Thier,N/A,N/A,N/A,8.2,NA,95 min,movie,69
tt5829548,Tomorrow's End,N/A,USA,Drama,Chris Lanehart,N/A,N/A,N/A,N/A,NA,95 min,movie,N/A
tt5161376,Tonight She Comes,N/A,USA,"Comedy, Horror",Matt Stuertz,N/A,Twenty Eighteen Seventy-Six,Unrated,3.8,NA,84 min,movie,"1,743"
tt3075724,Top Models Are Deadly,N/A,USA,"Comedy, Drama, Mystery",Larry Moore,N/A,N/A,N/A,N/A,NA,105 min,movie,N/A
tt4223272,Toppling Mimosas,N/A,USA,Crime,Tim Schuebel,N/A,N/A,N/A,N/A,NA,82 min,movie,N/A
tt5140228,Torn City,N/A,USA,Drama,Daniel Pellikan,N/A,N/A,N/A,N/A,NA,130 min,movie,N/A
tt6462512,Toro Y Moi: Live from Trona,N/A,USA,N/A,Harry Israelson,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5940370,Torrey Pines,N/A,USA,"Animation, Adventure, Biography",Clyde Petersen,N/A,Three Dollar Bill Cinema,N/A,7.8,NA,60 min,movie,16
tt3879074,Total Frat Movie,N/A,USA,Comedy,Warren P. Sonoda,N/A,Emerge Entertainment,Not Rated,4.3,NA,93 min,movie,693
tt3962252,Tourbillon,N/A,USA,"Drama, Sci-Fi",Gene Ivery,N/A,N/A,N/A,8.2,NA,86 min,movie,5
tt7258694,Tournament of Destruction - Demolition Derby,N/A,USA,N/A,Ken Heinemann,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5525452,Towards the Dark,N/A,USA,"Crime, Drama, Mystery",Peter Cirelli,N/A,N/A,N/A,N/A,NA,143 min,movie,N/A
tt5420212,Toyed Emotions,N/A,USA,Drama,Davd L. Walker,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5750534,Tracktown,N/A,USA,"Drama, Sport","Alexi Pappas, Jeremy Teicher",64,Orion Pictures &amp; Samuel Goldwyn Films,N/A,5.7,73%,88 min,movie,320
tt5255524,Traded,N/A,USA,"Action, Western",Timothy Woodward Jr.,N/A,Status Media &amp; Entertainment,Not Rated,5.1,40%,98 min,movie,"2,547"
tt4991512,Tramps,N/A,USA,"Comedy, Romance",Adam Leon,76,Netflix,N/A,6.5,95%,82 min,movie,"3,649"
tt2763808,Transformation,N/A,USA,"Crime, Horror",Brian Hewitt,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt4617142,Transient Error,N/A,USA,Horror,Bryon Blakey,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt4542538,Thin Walls,N/A,"USA, Ecuador",Drama,Leonard Zelig,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt4852332,Transmutation: Deep Water Horizon,N/A,USA,Horror,"Robert Doty, Bryan Martin(co-director)",N/A,N/A,N/A,8.2,NA,N/A,movie,5
tt4687464,Transpecos,N/A,USA,Thriller,Greg Kwedar,73,Samuel Goldwyn Films,N/A,5.7,91%,86 min,movie,"2,249"
tt5953156,Transplant,N/A,USA,Thriller,N/A,N/A,N/A,N/A,N/A,NA,74 min,movie,N/A
tt5832140,Transversals: A Concert to Celebrate the International Day of Dance,N/A,USA,Music,Mark Alan Hunt,N/A,N/A,N/A,N/A,NA,49 min,movie,N/A
tt5076792,Trash Fire,N/A,USA,"Comedy, Drama, Horror, Thriller",Richard Bates Jr.,42,Circle of Confusion,R,5.8,69%,91 min,movie,"2,674"
tt5397394,Travel Channel's the Trip 2016: Digital Extensions,N/A,USA,Adventure,Shane Reynolds,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt0848554,The Sighting,N/A,USA,"Horror, Sci-Fi, Thriller","David Blair, Adam Pitman",N/A,Level 33 Entertainment,N/A,3.7,NA,98 min,movie,760
tt5463722,Trepanation,N/A,USA,Thriller,Paul Sinor,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt4949162,Tri,N/A,USA,"Comedy, Drama, Sport",Jai Jamison,N/A,N/A,PG,4.9,NA,110 min,movie,287
tt5442558,Trial,N/A,USA,Action,Fred Olen Ray,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5428914,Trial Advocacy,N/A,USA,N/A,Dan G. Dowd,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5759312,Trigger'd,N/A,USA,Drama,Lamonte Hawley,N/A,N/A,N/A,N/A,NA,55 min,movie,N/A
tt5901568,Trigger'd 2,N/A,USA,Drama,Lamonte Hawley,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5171254,Trilogie De Tragedie,N/A,USA,"Crime, Drama, Romance","Aaron Burk, Blake Fitzpatrick, Brad Paulson",N/A,N/A,N/A,N/A,NA,86 min,movie,N/A
tt5544722,Trinity,N/A,"USA, Italy","Drama, Horror",Skip Shea,N/A,N/A,N/A,7.5,NA,84 min,movie,13
tt1712261,Triple 9,N/A,USA,"Crime, Thriller",John Hillcoat,52,Open Road Films,R,6.3,53%,115 min,movie,"61,893"
tt5807366,Triple Feature,N/A,USA,"Comedy, Crime, Drama",Jørgen Pedersen,N/A,N/A,N/A,N/A,NA,62 min,movie,N/A
tt4535594,Trippin' to the Altar,N/A,USA,Comedy,David N. Reyes,N/A,N/A,N/A,7.6,NA,94 min,movie,9
tt4011018,Trivia Night,N/A,USA,Comedy,Robert Gregson,N/A,N/A,N/A,7.5,NA,87 min,movie,20
tt1679335,Trolls,"$153,694,574",USA,"Animation, Adventure, Comedy, Family, Fantasy, Musical","Mike Mitchell, Walt Dohrn(co-director)",56,DreamWorks Animation,PG,6.5,76%,92 min,movie,"65,283"
tt2939450,Within,N/A,USA,Thriller,Ken Cosentino,N/A,N/A,N/A,6.0,NA,N/A,movie,5
tt4419472,Trophy Husband,N/A,USA,"Comedy, Drama","Nat Bennett, Sam Rosen",N/A,N/A,N/A,N/A,NA,88 min,movie,N/A
tt1901024,Dark Crimes,N/A,"UK, Poland, USA","Crime, Drama, Thriller",Alexandros Avranas,24,Saban Films,R,5.1,0%,92 min,movie,"14,635"
tt1542768,True Memoirs of an International Assassin,N/A,USA,"Action, Comedy, Crime",Jeff Wadlow,37,Netflix,TV-14,5.9,0%,98 min,movie,"18,077"
tt2563050,True Trainwreck,N/A,USA,Drama,Mark Donnell,N/A,N/A,NOT RATED,N/A,NA,86 min,movie,N/A
tt3969208,Trust Fund,N/A,USA,Drama,Sandra L. Martin,N/A,Transatlantic Films,PG,6.1,NA,107 min,movie,80
tt5710624,"Trust, Prey, Hope",N/A,USA,Drama,Elizabeth Blake-Thomas,N/A,N/A,N/A,N/A,NA,85 min,movie,N/A
tt2780498,Tulasi Dalam,N/A,USA,Thriller,Patnaik R.P.,N/A,N/A,N/A,6.6,NA,N/A,movie,5
tt5592256,Turbulence,N/A,USA,"Action, Drama, Thriller",Nadeem Soumah,N/A,N/A,TV-14,5.1,NA,120 min,movie,324
tt6244728,Turn Left Turn Right,N/A,"USA, Cambodia, South Korea",N/A,Douglas Seok,N/A,N/A,N/A,7.0,NA,N/A,movie,24
tt1476425,Turnabout,N/A,USA,"Drama, Mystery, Thriller",E.B. Hughes,N/A,N/A,N/A,5.3,NA,90 min,movie,"1,791"
tt5575342,Twinkle Toes Lights Up New York,N/A,USA,"Animation, Adventure, Family, Musical",Mark Aguilar,N/A,N/A,Not Rated,5.8,NA,71 min,movie,8
tt5161012,Two Bellmen Two,N/A,USA,"Short, Action, Comedy",Daniel Malakai Cabrera,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5684662,Two Guns and a Body Bag,N/A,USA,Comedy,Chris Penney,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt6020004,Two Weeks to Go,N/A,USA,Drama,Cameron Pazirandeh,N/A,N/A,N/A,N/A,NA,56 min,movie,N/A
tt2032572,USS Indianapolis: Men of Courage,N/A,USA,"Action, Drama, History, Thriller, War",Mario Van Peebles,30,Saban Films,R,5.2,17%,128 min,movie,"10,110"
tt2103278,Ugly Shoes,N/A,USA,"Adventure, Comedy, Romance",John Luksetich,N/A,N/A,N/A,N/A,NA,133 min,movie,N/A
tt3995026,Ulterior Motives: Reality TV Massacre,N/A,USA,"Drama, Horror, Mystery",Paul D. Hannah,N/A,N/A,N/A,7.8,NA,81 min,movie,5
tt6354270,Ultimate Redemption,N/A,USA,Drama,Sampson E. Rolen,N/A,N/A,N/A,N/A,NA,93 min,movie,N/A
tt2315582,Una,N/A,"UK, Canada, USA","Drama, Romance",Benedict Andrews,62,Swen Releasing,R,6.2,76%,94 min,movie,"8,195"
tt6439386,Una Noche En Mexico,N/A,"Mexico, USA","Comedy, Drama, Romance",Luis L. Estrada,N/A,N/A,N/A,N/A,NA,73 min,movie,N/A
tt3562786,Uncaged,N/A,USA,"Comedy, Horror, Thriller",Daniel Robbins,N/A,N/A,Unrated,4.1,NA,95 min,movie,"1,396"
tt5994122,Uncle Reesie,N/A,USA,Comedy,David E. Ruiz,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt9695462,Undead Silence,N/A,USA,Horror,Ross Gregersen,N/A,N/A,N/A,8.4,NA,93 min,movie,5
tt6122540,Undecided: The Movie,N/A,USA,Comedy,Julio DePietro,N/A,N/A,N/A,7.2,NA,86 min,movie,213
tt7215516,Under OverPasses,N/A,USA,N/A,Ben Sliwa,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5516690,Under Pressure,N/A,USA,Drama,Trez Gee,N/A,N/A,N/A,N/A,NA,68 min,movie,N/A
tt5797908,Undercover Princesses,N/A,USA,Family,Tyler Maddox-Simms,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt4317320,Underdoges,N/A,USA,Comedy,Junson Chan,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt3717252,Underworld: Blood Wars,"$30,348,260",USA,"Action, Adventure, Drama, Fantasy, Horror, Sci-Fi, War",Anna Foerster,23,Lakeshore Entertainment,R,5.8,19%,91 min,movie,"65,078"
tt5739900,Undeserved,N/A,USA,Drama,Marc Steele,N/A,N/A,N/A,5.4,NA,90 min,movie,89
tt3172126,Undrafted,N/A,USA,"Comedy, Drama, Sport",Joseph Mazzello,N/A,Dead Fish Films,Unrated,6.4,25%,90 min,movie,"1,051"
tt5510846,Unforgivable Sin,N/A,USA,"Short, Thriller",Chloe Traicos,N/A,N/A,N/A,N/A,NA,7 min,movie,N/A
tt5552008,United Zone,N/A,USA,"Animation, Drama, Sci-Fi",Anthony Atkins,N/A,N/A,N/A,N/A,NA,75 min,movie,N/A
tt4587780,Unleashed,N/A,USA,"Comedy, Fantasy, Romance",Finn Taylor,N/A,N/A,TV-14,6.4,NA,96 min,movie,"1,222"
tt4471036,Unlucky,N/A,USA,"Adventure, Comedy, Romance","Buddy Candela, Keegan Larwin",N/A,N/A,N/A,8.5,NA,N/A,movie,10
tt4067192,Unreal Estate,N/A,USA,"Drama, Mystery, Thriller","Nick Huntington, Todd Malkin",N/A,N/A,N/A,N/A,NA,93 min,movie,N/A
tt2341672,Unreported,N/A,USA,"Crime, Drama, Mystery, Thriller",Jason E. Barnes,N/A,N/A,N/A,N/A,NA,90 min,movie,N/A
tt4061196,Until Forever,N/A,USA,"Drama, Romance",Michael Linn,N/A,Linn Productions,Unrated,6.3,NA,100 min,movie,412
tt3715870,Until the Day I Die: Part 1,N/A,USA,Action,Gonzalo Gonzalez,N/A,N/A,N/A,5.6,NA,N/A,movie,43
tt3863892,Until the Day I Die: Part 2,N/A,USA,Action,Gonzalo Gonzalez,N/A,N/A,N/A,9.1,NA,N/A,movie,7
tt7231056,Unusual Circumstance,N/A,USA,N/A,Ton'e Brown,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt4295740,Unwanted,N/A,USA,Action,Armando Suarez,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt6739824,Upgrade,N/A,USA,Drama,Rose Pollard,N/A,N/A,N/A,8.8,NA,N/A,movie,70
tt4480774,Uploaded,N/A,USA,Thriller,"Kamran Delan, Ethan Black(co-director)",N/A,N/A,N/A,3.6,NA,N/A,movie,16
tt6118724,Uploaded,N/A,USA,"Action, Thriller",Kamran Delan,N/A,N/A,N/A,N/A,NA,95 min,movie,N/A
tt3530290,Urania Descending,N/A,"USA, Austria, France",Drama,Tav Falco,N/A,Frenzi Films,N/A,5.4,NA,69 min,movie,5
tt5844050,Urban Legend,N/A,USA,Horror,Alix Kruntorad,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt4083572,Urge,N/A,USA,Thriller,Aaron Kaufman,N/A,Sculptor Media,R,4.8,0%,89 min,movie,"6,891"
tt1523575,Vacant House,N/A,USA,"Drama, Horror, Thriller",Jeremy Casper,N/A,N/A,N/A,3.4,NA,84 min,movie,156
tt6130568,Vaishnavi,N/A,"India, USA","Drama, Family","G Murthy, Yana Raj, Bhaskar Rao",N/A,N/A,N/A,N/A,NA,116 min,movie,N/A
tt5215606,Vamp Bikers Tres,N/A,USA,Horror,Eric Spade Rivas,N/A,N/A,N/A,6.9,NA,N/A,movie,7
tt3552316,Vampariah,N/A,"Philippines, USA",Horror,Matthew Abaya,N/A,N/A,R,7.4,NA,90 min,movie,17
tt4016798,Variety,N/A,USA,N/A,"Elisha Jachetti, Alexander Vorobyev",N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt3813258,Vector III,N/A,USA,Action,Michael R. Farinelli,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5026610,Veda,N/A,USA,"Drama, Thriller",Charles Stanley,N/A,N/A,N/A,N/A,NA,63 min,movie,N/A
tt6385750,Veil of Spirit,N/A,USA,"Drama, Sci-Fi",Courtney Lakin,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt8420444,Veins of Gold,N/A,USA,Mystery,Noah Giamei,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt4765968,Vengeance,N/A,USA,Action,"Jeffrey Brady, Dominick Brown",N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5838346,Venice Beach,N/A,USA,Comedy,Jesse Bernstein,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5966204,Vennori Channel Evaluations,N/A,USA,Talk-Show,Ilmar Molder,N/A,N/A,NOT RATED,N/A,NA,N/A,movie,N/A
tt4925530,Vernon Metzinger Presents: Thunder Boat,N/A,USA,Thriller,Matthew Williams,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt4876812,Verona,N/A,USA,"Drama, History, Romance",Romeo Brooks,N/A,N/A,N/A,N/A,NA,97 min,movie,N/A
tt6245898,Verses at Work,N/A,"USA, Brazil",Biography,N/A,N/A,N/A,N/A,N/A,NA,80 min,movie,N/A
tt3117980,Vicious,N/A,USA,Thriller,"Jason Rosenblatt, Andre Khrul",N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
